,CG_RMSD
normalized_best_rp11_7.pdb,1.6412783182365036
normalized_best_rp11_26.pdb,1.5986844897977717
normalized_best_rp11_31.pdb,1.788927488228715
normalized_best_rp11_43.pdb,1.6401949786033678
normalized_best_rp11_46.pdb,1.7739471292639146
normalized_rhofold_rp11.pdb,0.7214851431720997
normalized_ifoldrna_rp11_4.pdb,20.31979344665852
normalized_best_rp11_41.pdb,1.597136408455652
normalized_best_rp11_47.pdb,1.6016135037851489
normalized_best_rp11_53.pdb,1.595997038257142
normalized_best_rp11_12.pdb,1.5830275306865256
normalized_3drna_rp11_3.pdb,1.7088448875750437
normalized_best_rp11_37.pdb,1.6093875587353341
normalized_best_rp11_16.pdb,1.8050318587422083
normalized_best_rp11_5.pdb,1.7798979008706035
normalized_best_rp11_10.pdb,1.5942734372508998
normalized_alphafold3_rp11_1.pdb,1.7961672393933257
normalized_3drna_rp11_4.pdb,1.6929486033952081
normalized_alphafold3_rp11_2.pdb,1.7075237153081795
normalized_best_rp11_48.pdb,1.7948203968653602
normalized_alphafold3_rp11_4.pdb,1.7508223288625218
normalized_eprna_rp11.pdb,1.1077855189410308
normalized_best_rp11_4.pdb,1.6476806027365634
normalized_best_rp11_15.pdb,1.6050921416457846
normalized_best_rp11_32.pdb,1.5915208996639278
normalized_best_rp11_33.pdb,1.608188280285677
normalized_best_rp11_17.pdb,1.5913120866095165
normalized_3drna_rp11.pdb,1.7144508147719364
normalized_best_rp11_18.pdb,1.5863749245833394
normalized_ifoldrna_rp11_1.pdb,20.326712130025484
normalized_best_rp11_14.pdb,1.6350028542914077
normalized_best_rp11_42.pdb,1.6236593183009695
normalized_best_rp11_28.pdb,1.5926893424638964
normalized_mcsym_rp11_2.pdb,2.4574166129323545
normalized_trrosettarna_rp11_2.pdb,1.5682499543886586
normalized_isrna_rp11.pdb,15.599598129016812
normalized_best_rp11_11.pdb,1.9665400594230784
normalized_best_rp11_22.pdb,1.5992799278580871
normalized_best_rp11_34.pdb,1.5849707816977627
normalized_best_rp11_13.pdb,1.6091865898292457
normalized_best_rp11_3.pdb,1.8062990571703164
normalized_ifoldrna_rp11_3.pdb,20.318396550836177
normalized_best_rp11_51.pdb,1.77204352038705
normalized_best_rp11_9.pdb,1.5738904006035572
normalized_rnajp_rp11.pdb,2.4107847326058183
normalized_best_rp11_1.pdb,1.5791052917579649
normalized_alphafold3_rp11_5.pdb,1.697397312818704
normalized_best_rp11_2.pdb,1.6584370712976861
normalized_best_rp11_36.pdb,1.6754575776554783
normalized_best_rp11_30.pdb,1.7919905397164289
normalized_simrna_rp11.pdb,2.7427992304295414
normalized_3drna_rp11_5.pdb,1.680106949054829
normalized_best_rp11_52.pdb,1.6694765849390152
normalized_vfoldpipeline_rp11.pdb,17.041527830277392
normalized_mcsym_rp11_3.pdb,1.9456031808785736
normalized_best_rp11_29.pdb,1.8100745090499464
normalized_alphafold3_rp11_3.pdb,1.6528889739533776
normalized_3drna_rp11_1.pdb,1.684273014542801
normalized_ifoldrna_rp11_2.pdb,20.31413672424562
normalized_best_rp11_40.pdb,1.6143933632742158
normalized_best_rp11_35.pdb,1.612060313289102
normalized_best_rp11_21.pdb,1.7775116216651121
normalized_best_rp11_23.pdb,1.5843615371436925
normalized_best_rp11_6.pdb,1.5701850024688242
normalized_3drna_rp11_2.pdb,1.8399165093128207
normalized_mcsym_rp11_4.pdb,1.2310463743365554
normalized_best_rp11_44.pdb,1.6052539363660185
normalized_best_rp11_27.pdb,1.7738647984979177
normalized_best_rp11_19.pdb,1.5825104909526646
normalized_trrosettarna_rp11_3.pdb,1.7486036017396673
normalized_vfold_rp11.pdb,17.23694029510184
normalized_best_rp11_39.pdb,1.6423528325060583
normalized_mcsym_rp11_5.pdb,2.3792299411097506
normalized_mcsym_rp11_1.pdb,3.53252948022833
normalized_best_rp11_50.pdb,1.6231211444480116
normalized_rnacomposer_rp11.pdb,1.2897514815280717
normalized_trrosettarna_rp11_4.pdb,1.6621641008388324
normalized_trrosettarna_rp11_5.pdb,1.6669033017436017
normalized_best_rp11_38.pdb,1.578379043479338
normalized_best_rp11_20.pdb,1.6522223912344767
normalized_best_rp11_24.pdb,1.5850857632854922
normalized_trrosettarna_rp11_1.pdb,1.5564600306015821
normalized_best_rp11_25.pdb,1.7859580659426002
normalized_ifoldrna_rp11_5.pdb,20.32351167507685
normalized_best_rp11_8.pdb,1.778032715652188
normalized_best_rp11_49.pdb,1.586998151812543
normalized_best_rp11_45.pdb,1.6285238645737175
