,CG_RMSD
normalized_best_rp13_12.pdb,0.6596385760748543
normalized_best_rp13_45.pdb,0.7304855617994822
normalized_best_rp13_41.pdb,0.829100088335634
normalized_best_rp13_29.pdb,0.8144493225064419
normalized_best_rp13_3.pdb,0.7068985981021327
normalized_best_rp13_44.pdb,0.7410409278486368
normalized_best_rp13_11.pdb,0.9250180829009625
normalized_best_rp13_33.pdb,1.1555746250561163
normalized_best_rp13_15.pdb,0.7847605845309917
normalized_best_rp13_17.pdb,1.0468488929965631
normalized_best_rp13_27.pdb,0.7903472744884806
normalized_best_rp13_34.pdb,0.7410409278486368
normalized_mcsym_rp13_2.pdb,1.1978007104120725
normalized_best_rp13_38.pdb,3.763130088218672
normalized_best_rp13_9.pdb,0.8361572949476871
normalized_mcsym_rp13_1.pdb,2.296644630838692
normalized_best_rp13_10.pdb,0.9512054465742261
normalized_mcsym_rp13_4.pdb,1.2581548765945563
normalized_eprna_rp13.pdb,1.6806651070103031
normalized_ifoldrna_rp13_2.pdb,18.39922682692366
normalized_best_rp13_42.pdb,0.8105330957008225
normalized_best_rp13_65.pdb,0.9830511662338279
normalized_ifoldrna_rp13_5.pdb,18.39345455426794
normalized_best_rp13_36.pdb,0.6002148092788784
normalized_best_rp13_32.pdb,1.1711613891344699
normalized_best_rp13_6.pdb,0.7754828614601269
normalized_best_rp13_51.pdb,3.5864462327214017
normalized_mcsym_rp13_5.pdb,1.7904885178671934
normalized_isrna_rp13.pdb,13.956536096002145
normalized_best_rp13_56.pdb,1.262913557721474
normalized_best_rp13_39.pdb,0.8607569881787136
normalized_alphafold3_rp13_4.pdb,1.347298030234316
normalized_best_rp13_25.pdb,3.6234182983264307
normalized_best_rp13_58.pdb,0.8658478966630219
normalized_3drna_rp13_1.pdb,6.4473457951487925
normalized_best_rp13_4.pdb,0.7493276592407722
normalized_best_rp13_43.pdb,0.823626065267314
normalized_best_rp13_52.pdb,0.8877489409522573
normalized_trrosettarna_rp13_4.pdb,1.2004749074459593
normalized_ifoldrna_rp13_3.pdb,18.40752772727374
normalized_best_rp13_37.pdb,0.7304855617994822
normalized_best_rp13_61.pdb,0.9516357565628509
normalized_best_rp13_64.pdb,0.7429238119108024
normalized_best_rp13_19.pdb,1.3147834967838354
normalized_trrosettarna_rp13_5.pdb,1.2046844410645197
normalized_3drna_rp13_2.pdb,6.597224816912097
normalized_best_rp13_55.pdb,1.2227855487736359
normalized_best_rp13_50.pdb,0.966028236946477
normalized_best_rp13_13.pdb,0.6815234516566178
normalized_best_rp13_31.pdb,0.8290999579388242
normalized_alphafold3_rp13_1.pdb,1.3501825665739413
normalized_ifoldrna_rp13_1.pdb,18.40141358933566
normalized_best_rp13_30.pdb,0.81053310605037
normalized_best_rp13_8.pdb,0.7744383339575283
normalized_trrosettarna_rp13_3.pdb,1.1993377545286732
normalized_best_rp13_48.pdb,0.7411610508074387
normalized_best_rp13_20.pdb,0.7926314036081654
normalized_best_rp13_57.pdb,0.8403616944874845
normalized_best_rp13_21.pdb,0.8597333767386601
normalized_vfold_rp13.pdb,24.719469626009793
normalized_best_rp13_40.pdb,0.8488173193299081
normalized_best_rp13_14.pdb,0.7428738763865786
normalized_best_rp13_62.pdb,0.9214719415507859
normalized_alphafold3_rp13_2.pdb,1.359785083994679
normalized_best_rp13_59.pdb,1.417836339948626
normalized_best_rp13_47.pdb,0.7903472744884806
normalized_best_rp13_54.pdb,0.916351610607108
normalized_best_rp13_53.pdb,1.3419180914911792
normalized_best_rp13_5.pdb,0.82775410654039
normalized_best_rp13_28.pdb,0.7411610580114563
normalized_best_rp13_26.pdb,3.6068500283324045
normalized_best_rp13_23.pdb,0.7507089942189782
normalized_rhofold_rp13.pdb,1.4351032443662557
normalized_best_rp13_49.pdb,0.8144493225064419
normalized_best_rp13_35.pdb,0.823626065267314
normalized_3drna_rp13_3.pdb,6.472460271709199
normalized_best_rp13_63.pdb,1.230786991183522
normalized_3drna_rp13_4.pdb,6.466465811401302
normalized_best_rp13_46.pdb,0.8488173500503221
normalized_alphafold3_rp13_5.pdb,1.3172068160226675
normalized_3drna_rp13.pdb,2.365934472534108
normalized_rnajp_rp13.pdb,1.6271529697480003
normalized_best_rp13_18.pdb,0.7704622668856506
normalized_ifoldrna_rp13_4.pdb,18.398852709982616
normalized_best_rp13_16.pdb,0.9652583908655498
normalized_trrosettarna_rp13_2.pdb,1.1996034346447886
normalized_simrna_rp13.pdb,1.2790013227682726
normalized_alphafold3_rp13_3.pdb,1.3728577591628186
normalized_vfoldpipeline_rp13.pdb,14.311216617875024
normalized_best_rp13_7.pdb,0.8536786393764405
normalized_best_rp13_2.pdb,0.6666103864800049
normalized_mcsym_rp13_3.pdb,1.5138159418003545
normalized_trrosettarna_rp13_1.pdb,1.20006935379342
normalized_best_rp13_1.pdb,0.8877489409522573
normalized_best_rp13_22.pdb,1.3578306555243063
normalized_3drna_rp13_5.pdb,6.373758164457322
normalized_rnacomposer_rp13.pdb,1.3029455725812475
normalized_best_rp13_24.pdb,0.8851026129889136
normalized_best_rp13_60.pdb,0.8879447114590366
