,CG_RMSD
normalized_3drna_rp23_3.pdb,1.9730258618653969
normalized_alphafold3_rp23_4.pdb,0.6900904501141389
normalized_mcsym_rp23_1.pdb,1.8669725908196713
normalized_3drna_rp23_4.pdb,1.5159048050692385
normalized_best_rp23_2.pdb,0.7953694799266556
normalized_best_rp23_22.pdb,0.653575998862671
normalized_mcsym_rp23_3.pdb,4.0531401829074705
normalized_rnacomposer_rp23.pdb,2.122550855182785
normalized_best_rp23_26.pdb,0.6778553009321674
normalized_3drna_rp23_1.pdb,2.1370312342151507
normalized_best_rp23_32.pdb,0.7564260235580591
normalized_best_rp23_33.pdb,0.9092622858172018
normalized_best_rp23_25.pdb,1.0376889538539815
normalized_3drna_rp23_2.pdb,1.9553940087574293
normalized_best_rp23_27.pdb,0.7537478025488276
normalized_best_rp23_29.pdb,0.6052553929124459
normalized_simrna_rp23.pdb,2.6774302119417097
normalized_best_rp23_13.pdb,0.6676856145365322
normalized_best_rp23_15.pdb,0.7535643625058452
normalized_trrosettarna_rp23_2.pdb,1.6337672086561168
normalized_best_rp23_8.pdb,0.6699351068239019
normalized_best_rp23_28.pdb,0.8002968712527693
normalized_best_rp23_20.pdb,0.645837639627078
normalized_alphafold3_rp23_1.pdb,0.7364973617935163
normalized_trrosettarna_rp23_5.pdb,1.3229308610653898
normalized_rhofold_rp23.pdb,2.119939433778309
normalized_best_rp23_18.pdb,0.6538835246970033
normalized_best_rp23_16.pdb,0.6970935120780154
normalized_best_rp23_24.pdb,1.1037776954673504
normalized_best_rp23_31.pdb,0.49791780689954523
normalized_best_rp23_4.pdb,0.7079085583922705
normalized_mcsym_rp23_5.pdb,1.3809081344279543
normalized_best_rp23_5.pdb,0.7541991537277555
normalized_eprna_rp23.pdb,2.1524815662189694
normalized_rnajp_rp23.pdb,1.7606916295301467
normalized_3drna_rp23_5.pdb,1.7867551468376108
normalized_best_rp23_12.pdb,0.6369056652682715
normalized_best_rp23_23.pdb,0.7637022629593389
normalized_best_rp23_19.pdb,0.641211312186378
normalized_best_rp23_9.pdb,0.7515852838954868
normalized_best_rp23_17.pdb,0.6766372920804878
normalized_best_rp23_34.pdb,0.847117834382815
normalized_trrosettarna_rp23_4.pdb,1.3338657942456285
normalized_alphafold3_rp23_5.pdb,0.6934592135350395
normalized_alphafold3_rp23_2.pdb,0.7582431555871186
normalized_best_rp23_10.pdb,0.8049358104270944
normalized_isrna_rp23.pdb,18.239914445255952
normalized_trrosettarna_rp23_1.pdb,1.6240559144539994
normalized_best_rp23_6.pdb,0.7395055266512998
normalized_alphafold3_rp23_3.pdb,0.719121034611036
normalized_best_rp23_14.pdb,0.6892779553299963
normalized_vfoldpipeline_rp23.pdb,18.647654859464026
normalized_best_rp23_30.pdb,0.8390381626436445
normalized_best_rp23_35.pdb,0.7505633012440861
normalized_best_rp23_3.pdb,0.7539694839085302
normalized_best_rp23_1.pdb,0.7366577536222046
normalized_best_rp23_21.pdb,0.6562817608556709
normalized_best_rp23_11.pdb,0.6728562972403659
normalized_trrosettarna_rp23_3.pdb,1.6757763962951613
normalized_mcsym_rp23_2.pdb,1.1755637263897325
normalized_vfold_rp23.pdb,31.69255284238384
normalized_mcsym_rp23_4.pdb,4.382948790353902
normalized_best_rp23_7.pdb,0.6983767784407029
